40,2012,48407,15.3
41,2012,51775,14.3
42,2012,51904,13
44,2012,56065,13.5
45,2012,44401,17.2
46,2012,49415,12.5
47,2012,42995,17.7
48,2012,51926,17.1
49,2012,58341,10.1
50,2012,55582,10.5
51,2012,64632,10.8
53,2012,62187,12
54,2012,43553,17.2
55,2012,53079,11.8
56,2012,57512,10.7
1,2013,41381,16.4
2,2013,61137,10.5
4,2013,50602,19.6
5,2013,39919,18.6
6,2013,57528,15.4
8,2013,63371,11.2
9,2013,67781,10.8
10,2013,52219,13.7
11,2013,60675,19.9
12,2013,47886,15.1
13,2013,47439,17.2
15,2013,61408,12.5
16,2013,51767,13.7
17,2013,57196,12.9
18,2013,50553,13.4
19,2013,54855,10.5
20,2013,51485,13.6
21,2013,42158,18.9
22,2013,39622,20.2
23,2013,50121,12.5
24,2013,65262,10.1
25,2013,62963,11.6
26,2013,48801,14.1
27,2013,60907,11
28,2013,40850,22.2
29,2013,50311,14.5
30,2013,44132,14
31,2013,53774,11.6
32,2013,45369,16.6
33,2013,71322,8.6
34,2013,61782,10.2
35,2013,42127,21
36,2013,53843,15.9
37,2013,41208,17.9
38,2013,52888,10.6
39,2013,46398,14.5
40,2013,43777,16
41,2013,56307,14.3
42,2013,53952,13.1
44,2013,57812,13.6
45,2013,43749,16.3
46,2013,54453,11.5
47,2013,42499,18.4
48,2013,53027,16.9
49,2013,62967,9.6
50,2013,54842,10
51,2013,67620,10.5
53,2013,60106,11.8
54,2013,40241,17
55,2013,55258,11.2
56,2013,55700,10.7
1,2014,42278,16.4
2,2014,67629,10.5
4,2014,49254,19.6
5,2014,44922,18.6
6,2014,60487,15.4
8,2014,60940,11.2
9,2014,70161,10.8
10,2014,57522,13.7
11,2014,68277,19.9
12,2014,46140,15.1
13,2014,49555,17.2
15,2014,71223,12.5
16,2014,53438,13.7
17,2014,54916,12.9
18,2014,48060,13.4
19,2014,57810,10.5
20,2014,53444,13.6
21,2014,42786,18.9
22,2014,42406,20.2
23,2014,51710,12.5
24,2014,76165,10.1
25,2014,63151,11.6
26,2014,52005,14.1
27,2014,67244,11
28,2014,35521,22.2
29,2014,56630,14.5
30,2014,51102,14
31,2014,56870,11.6
32,2014,49875,16.6
33,2014,73397,8.6
34,2014,65243,10.2
35,2014,46686,21
36,2014,54310,15.9
37,2014,46784,17.9
38,2014,60730,10.6
39,2014,49644,14.5
40,2014,47199,16
41,2014,58875,14.3
42,2014,55173,13.1
44,2014,58633,13.6
45,2014,44929,16.3
46,2014,53053,11.5
47,2014,43716,18.4
48,2014,53875,16.9
49,2014,63383,9.6
50,2014,60708,10
51,2014,66155,10.5
53,2014,59068,11.8
54,2014,39552,17
55,2014,58080,11.2
56,2014,55690,10.7
